EOG092E0L15	NODE_23_length_142158_cov_37.948699	56916	67890
EOG092E0LMB	NODE_5_length_269732_cov_38.018630	31151	41480
EOG092E0KW3	NODE_9_length_202726_cov_40.339476	69153	79500
EOG092E0APT	NODE_77_length_52030_cov_37.366965	42467	53549
EOG092E0APS	NODE_57_length_78326_cov_37.604541	5692	17041
EOG092E0GW7	NODE_48_length_89158_cov_37.420244	69164	79802
EOG092E0CDL	NODE_65_length_69438_cov_37.092645	54209	65513
EOG092E0CDQ	NODE_2_length_376067_cov_37.491936	238010	249386
EOG092E0CDQ	NODE_9_length_202726_cov_40.339476	194023	205360
EOG092E062S	NODE_57_length_78326_cov_37.604541	58684	70249
EOG092E0NF5	NODE_1_length_449352_cov_38.101223	62370	72555
EOG092E0LDH	NODE_85_length_43106_cov_37.185919	7727	18161
EOG092E05I1	NODE_53_length_84142_cov_39.096139	61036	73234
EOG092E0LVW	NODE_89_length_39876_cov_37.342809	13842	24177
EOG092E0AP3	NODE_69_length_65092_cov_38.236542	5565	16686
EOG092E0AP3	NODE_24_length_140947_cov_37.030513	89545	100561
EOG092E0AP2	NODE_19_length_158332_cov_37.014670	20494	31282
EOG092E0LD6	NODE_66_length_68724_cov_37.230657	34442	44948
EOG092E0LD6	NODE_67_length_66048_cov_38.081266	4261	55035
EOG092E0GNV	NODE_66_length_68724_cov_37.230657	15888	26556
EOG092E0CVQ	NODE_72_length_63782_cov_37.885104	31746	42669
EOG092E0NFI	NODE_77_length_52030_cov_37.366965	28823	39128
EOG092E0CVK	NODE_5_length_269732_cov_38.018630	85888	96799
EOG092E0CVG	NODE_46_length_91379_cov_42.106763	63537	74304
EOG092E05IQ	NODE_91_length_39580_cov_38.513371	7048	18520
EOG092E0J5Q	NODE_59_length_76837_cov_42.231799	62553	73401
EOG092E0J5P	NODE_53_length_84142_cov_39.096139	43679	53927
EOG092E05IW	NODE_6_length_246120_cov_37.254880	206892	218727
EOG092E013Z	NODE_33_length_110769_cov_38.314531	74172	87021
EOG092E0KNO	NODE_6_length_246120_cov_37.254880	102297	112521
EOG092E0ENZ	NODE_17_length_162010_cov_37.467976	45595	56134
EOG092E0L1I	NODE_1_length_449352_cov_38.101223	102337	112555
EOG092E0L1J	NODE_38_length_105757_cov_40.328830	28628	39152
EOG092E0KNG	NODE_25_length_130207_cov_38.132653	122471	132878
EOG092E0KNF	NODE_85_length_43106_cov_37.185919	16863	27243
EOG092E0KNF	NODE_2_length_376067_cov_37.491936	188843	199025
EOG092E0KNF	NODE_9_length_202726_cov_40.339476	197194	207376
EOG092E0KND	NODE_7_length_204331_cov_37.767266	0	5902
EOG092E0KNB	NODE_17_length_162010_cov_37.467976	91875	102507
EOG092E0ABZ	NODE_62_length_71708_cov_38.523691	12540	23736
EOG092E0CJO	NODE_3_length_358462_cov_38.441710	172435	183463
EOG092E0CJM	NODE_30_length_120878_cov_43.023795	74056	85021
EOG092E06VI	NODE_1_length_449352_cov_38.101223	167664	178617
EOG092E0CJF	NODE_5_length_269732_cov_38.018630	73269	84681
EOG092E0ABA	NODE_54_length_82353_cov_37.462368	46930	58201
EOG092E0ABB	NODE_65_length_69438_cov_37.092645	0	9284
EOG092E0IJX	NODE_16_length_162425_cov_39.423108	109062	119637
EOG092E0KRI	NODE_2_length_376067_cov_37.491936	170904	181104
EOG092E092D	NODE_8_length_203896_cov_38.927669	156756	167673
EOG092E0IJQ	NODE_9_length_202726_cov_40.339476	70505	81236
EOG092E0IX9	NODE_20_length_155575_cov_37.679559	91391	119619
EOG092E08XN	NODE_22_length_146985_cov_40.567195	14458	25789
EOG092E06Q9	NODE_7_length_204331_cov_37.767266	74960	86558
EOG092E06Q9	NODE_34_length_108592_cov_37.662493	50115	61707
EOG092E06Q8	NODE_96_length_35225_cov_38.382570	15730	27343
EOG092E0KRS	NODE_39_length_104501_cov_36.346954	59945	70148
EOG092E0KRS	NODE_52_length_86079_cov_37.701641	43565	53738
EOG092E06Q4	NODE_24_length_140947_cov_37.030513	50505	106532
EOG092E06Q4	NODE_15_length_165883_cov_37.897617	84447	133197
EOG092E06Q4	NODE_75_length_61241_cov_41.526264	27291	38082
EOG092E0IJ9	NODE_29_length_123016_cov_37.091745	33301	43618
EOG092E06QN	NODE_3_length_358462_cov_38.441710	150062	161198
EOG092E08JR	NODE_24_length_140947_cov_37.030513	87960	99147
EOG092E08X6	NODE_137_length_6153_cov_56.497868	0	10485
EOG092E0IXZ	NODE_22_length_146985_cov_40.567195	54566	65240
EOG092E0IXX	NODE_68_length_65137_cov_36.859608	21918	33015
EOG092E08JD	NODE_3_length_358462_cov_38.441710	238238	249293
EOG092E0923	NODE_98_length_34128_cov_37.335427	1111	15479
EOG092E0923	NODE_32_length_114727_cov_40.819494	41563	99883
EOG092E0923	NODE_1_length_449352_cov_38.101223	193027	203548
EOG092E0LV7	NODE_35_length_108403_cov_41.344455	15649	26065
EOG092E0KR1	NODE_102_length_30522_cov_36.377917	4650	15006
EOG092E0AB5	NODE_9_length_202726_cov_40.339476	89745	100836
EOG092E08HQ	NODE_2_length_376067_cov_37.491936	229484	240755
EOG092E08HQ	NODE_6_length_246120_cov_37.254880	165025	176230
EOG092E0F5P	NODE_30_length_120878_cov_43.023795	84380	95663
EOG092E0BHZ	NODE_8_length_203896_cov_38.927669	96480	107433
EOG092E0BHZ	NODE_79_length_47525_cov_37.539393	21561	31956
EOG092E03VN	NODE_16_length_162425_cov_39.423108	19530	31698
EOG092E03VN	NODE_26_length_128386_cov_37.385480	20407	31963
EOG092E03VN	NODE_34_length_108592_cov_37.662493	81079	92665
EOG092E0DAG	NODE_71_length_63814_cov_38.161311	5244	16557
EOG092E0DAB	NODE_86_length_43021_cov_38.225737	9439	20365
EOG092E0FPS	NODE_24_length_140947_cov_37.030513	100219	111007
EOG092E0MDI	NODE_7_length_204331_cov_37.767266	93681	103899
EOG092E01FI	NODE_84_length_43240_cov_38.483084	9721	22975
EOG092E0DAS	NODE_72_length_63782_cov_37.885104	18763	29461
EOG092E0MDY	NODE_67_length_66048_cov_38.081266	53534	63740
EOG092E0MRW	NODE_56_length_80822_cov_38.632325	2247	12681
EOG092E0MRW	NODE_6_length_246120_cov_37.254880	197194	207490
EOG092E0FP5	NODE_4_length_296178_cov_37.378083	120344	130934
EOG092E0FBB	NODE_56_length_80822_cov_38.632325	22848	33558
EOG092E0I3W	NODE_108_length_24814_cov_38.493841	12106	22657
EOG092E0I3W	NODE_98_length_34128_cov_37.335427	15618	26181
EOG092E0I3W	NODE_9_length_202726_cov_40.339476	190001	200543
EOG092E07DW	NODE_100_length_31993_cov_36.639239	12359	23486
EOG092E0D2T	NODE_106_length_27156_cov_34.981698	19230	30264
EOG092E0JGX	NODE_78_length_49069_cov_37.337924	8921	19298
EOG092E0DWF	NODE_7_length_204331_cov_37.767266	41120	51713
EOG092E0DWF	NODE_67_length_66048_cov_38.081266	59103	69507
EOG092E0DWF	NODE_44_length_93162_cov_37.878237	28246	38650
EOG092E07DX	NODE_1_length_449352_cov_38.101223	382676	393884
EOG092E07DX	NODE_47_length_90333_cov_36.846142	6687	17787
EOG092E0JGI	NODE_58_length_77084_cov_37.760739	13970	24287
EOG092E07DC	NODE_42_length_97169_cov_37.579319	0	7653
EOG092E07DC	NODE_16_length_162425_cov_39.423108	126683	137741
EOG092E0FBZ	NODE_20_length_155575_cov_37.679559	95318	105437
EOG092E0DWV	NODE_69_length_65092_cov_38.236542	29062	39967
EOG092E0I3I	NODE_38_length_105757_cov_40.328830	10158	20511
EOG092E0GAU	NODE_116_length_17309_cov_49.565260	0	9360
EOG092E05V6	NODE_16_length_162425_cov_39.423108	154963	166615
EOG092E05V6	NODE_75_length_61241_cov_41.526264	36335	47957
EOG092E05V6	NODE_40_length_103526_cov_38.150216	5778	17367
EOG092E09XO	NODE_50_length_87663_cov_38.352959	34570	45634
EOG092E05XT	NODE_18_length_158840_cov_37.599244	128999	141023
EOG092E05XT	NODE_40_length_103526_cov_38.150216	32255	44291
EOG092E07V3	NODE_116_length_17309_cov_49.565260	3383	14891
